Upfront_charges,Interest_rate_spread,credit_type,rate_of_interest,dtir1
0.0,-0.1229,0,3.5,30.0
2596.45,0.4416556604868295,3,3.99,44.0
6228.75,0.1144,2,3.75,42.0
1454.75,1.4539,0,4.25,34.0
0.0,0.2778,2,3.375,36.0
581.31,-0.2215,0,3.49,37.73293242017198
0.0,-0.023,3,3.625,36.0
2169.23,0.3441,2,4.0,45.0
2596.45,0.4416556604868295,2,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.167,0,3.375,34.0
3108.51,0.478,3,4.5,37.0
4429.69,0.3901,0,4.25,41.0
2497.81,0.187,2,3.375,45.0
0.0,-0.4837,2,3.125,37.73293242017198
2179.69,0.6206,0,4.75,40.0
8327.5,0.0645,3,3.99,22.0
4273.13,0.3939,0,3.99,31.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3237.22,0.6442,0,3.625,35.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1250.0,0.4963,0,3.99,48.0
5084.98,0.8356,3,3.99,48.0
0.0,0.0357,3,3.99,36.0
2596.45,0.4416556604868295,2,3.99,56.0
1816.44,0.6784,2,4.99,45.0
0.0,0.1488,3,3.75,48.0
0.0,-0.098,0,3.5,29.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5077.25,0.4271,2,3.875,48.0
2596.45,0.4416556604868295,2,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5940.0,0.4128,0,4.375,31.0
2596.45,0.4416556604868295,0,3.99,17.0
0.0,0.1652,3,3.625,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7125.0,0.5245,3,4.375,27.0
2596.45,0.4416556604868295,3,3.99,42.0
5055.1,0.3394,3,3.99,38.0
5309.23,0.0985,2,3.5,24.0
2596.45,0.7283,2,3.25,34.0
4000.0,0.1927,2,4.375,58.0
15972.5,0.1127,2,4.25,41.0
3835.0,1.1848,2,3.75,40.0
0.0,0.3011,0,4.125,25.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
8697.4,0.4864,2,3.125,20.0
0.0,0.6185,0,3.5,37.73293242017198
0.0,-0.158,3,4.18,33.0
8885.39,0.664,3,3.99,42.0
7780.98,0.3551,3,3.25,36.0
8815.0,0.4269,0,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2290.0,0.3735,3,3.99,29.0
3933.75,1.4501,0,5.5,31.0
0.0,0.7704,3,3.49,37.73293242017198
0.0,0.132,2,3.99,31.0
1740.63,0.9455,0,4.99,34.0
2596.45,0.6404,0,4.875,49.0
2596.45,0.4416556604868295,0,3.99,52.0
2596.45,0.4416556604868295,3,3.99,56.0
5079.43,0.3019,0,3.99,30.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,37.73293242017198
319.11,0.8132,3,4.125,31.0
2596.45,0.4416556604868295,2,3.99,45.0
2518.75,1.5013,2,4.875,34.0
6099.06,0.3902,3,3.125,44.0
3265.93,0.1979,0,4.5,39.0
0.0,1.0215,0,3.75,37.73293242017198
3975.83,0.7225,2,4.125,43.0
2100.0,0.5343,3,4.875,20.0
11758.23,0.201,3,4.375,37.0
2596.45,0.4416556604868295,3,3.99,60.0
4678.0,-0.0254,2,4.625,43.0
2596.45,-0.5743,0,2.99,37.73293242017198
5894.0,0.0732,3,3.5,28.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
625.0,1.3475,0,4.99,31.0
2750.0,0.4206,3,3.875,43.0
0.0,0.5172,0,4.99,26.0
2596.45,0.4416556604868295,3,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,40.0
1050.0,0.341,2,3.875,46.0
1784.86,-1.0132,2,2.75,37.73293242017198
11126.2,0.0747,3,3.625,43.0
159.96,0.0542,0,3.75,35.0
504.69,0.6808,0,4.125,23.0
1931.25,1.2082,3,4.75,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2469.86,1.2141,2,4.5,25.0
2399.76,0.4822,0,4.0,24.0
0.0,0.5277,2,4.125,21.0
4384.25,1.0583,0,3.99,42.0
1838.44,1.2465,2,4.875,37.0
4081.4,0.8589,2,3.875,20.0
2596.45,0.4416556604868295,3,3.99,36.0
2775.0,1.2346,0,3.75,25.0
2775.0,1.1739,0,4.75,30.0
1890.0,-0.066,0,3.625,22.0
6328.94,0.7729,0,4.375,48.0
3385.7,1.3486,2,4.625,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2750.0,0.6036,2,3.99,40.0
6282.0,1.1039,2,4.75,30.0
6592.85,0.0725,0,3.625,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3249.68,0.153,0,2.75,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.5062,0,3.25,37.73293242017198
3948.25,0.3308,3,3.99,36.0
0.0,0.2786,2,4.0,39.0
4390.0,0.6003,3,4.875,51.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2661.13,0.7351,3,4.99,20.0
10393.0,0.2594,2,3.375,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4321.12,0.4306,2,3.75,40.0
5050.0,0.2095,0,3.99,37.0
0.0,0.6482,2,4.875,46.0
2596.45,0.4416556604868295,0,3.99,44.0
2142.33,1.5938,0,3.99,48.0
99.41,0.7466,2,4.5,34.0
7202.0,0.0448,0,4.25,45.0
5267.31,-0.7119,2,2.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.443,0,3.375,37.73293242017198
9570.31,-0.2465,2,3.25,35.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1181.1,0.2111,2,3.875,33.0
2962.4,1.2917,2,3.75,31.0
1962.5,0.1606,3,4.875,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,7.0
3532.95,-0.076,0,3.625,22.0
0.0,-0.2473,3,3.625,31.0
2596.45,0.4416556604868295,3,3.99,51.0
1250.0,-0.0247,3,3.625,31.0
5045.07,0.1022,2,3.75,38.0
8575.65,-0.0778,0,4.25,43.0
6037.5,1.0612,2,4.5,38.0
2596.45,0.4416556604868295,0,3.99,39.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
8337.5,0.3769,3,3.99,48.0
3157.03,0.5102,3,4.99,27.0
0.0,0.977,0,4.625,47.0
2095.79,0.8957,2,4.5,37.0
6781.25,0.589,0,4.875,24.0
1378.04,-0.563,0,3.25,37.73293242017198
2596.45,0.4416556604868295,2,3.99,31.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3747.92,-0.5639,3,2.99,18.0
2596.45,0.4416556604868295,2,3.99,54.0
3243.33,0.401,3,4.375,42.0
2596.45,0.4416556604868295,2,3.99,52.0
4380.0,0.1174,0,3.75,20.0
2596.45,0.4416556604868295,3,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,37.73293242017198
4482.52,-0.3271,2,3.25,23.0
12993.75,-0.5533,0,3.375,51.0
2612.5,0.4677,2,3.75,34.0
400.0,0.3765,3,4.125,24.0
2596.45,0.4416556604868295,3,3.99,52.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3858,0,3.625,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,28.0
0.0,0.142,3,4.25,30.0
4390.0,0.544,2,3.99,36.0
395.8,0.2135,3,4.75,44.0
2596.45,0.4416556604868295,2,3.99,14.0
1499.94,-0.089,0,3.5,39.0
5770.0,0.3822,3,3.99,21.0
2596.45,0.4416556604868295,3,3.99,27.0
2596.45,0.4416556604868295,0,3.99,42.0
3696.08,1.1138,0,4.375,33.0
0.0,-0.1905,2,4.18,39.0
0.0,0.792,0,4.5,40.0
5604.28,-0.2267,3,3.375,34.0
295.0,-0.3012,3,3.125,37.0
2596.45,0.4416556604868295,0,3.99,22.0
2596.45,0.8241,2,5.125,46.0
10313.75,0.5703,2,4.56,43.0
2536.0,0.279,3,4.375,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3743.75,1.1037,0,4.5,35.0
2596.45,0.4416556604868295,2,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2796.07,0.4718,2,3.5,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2745.65,1.3162,0,4.75,44.0
995.0,-0.035,2,3.75,37.0
358.38,-0.0542,2,3.75,36.0
2519.96,0.5241,0,4.56,37.0
2596.45,0.0866,0,3.75,37.73293242017198
9081.71,0.0023,3,3.99,28.0
4220.0,-0.2153,0,3.375,42.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
505.43,0.5885,3,4.75,42.0
2466.88,0.0123,3,3.5,31.0
0.0,0.4973,3,4.5,23.0
9722.75,0.5053,2,3.25,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,55.0
6465.94,1.0124,3,4.625,49.0
4093.76,0.6154,2,4.5,42.0
3300.0,0.4289,0,4.375,23.0
2820.73,-0.6508,2,2.75,17.0
1776.64,1.4734,2,4.99,36.0
3576.71,-0.0754,2,3.625,21.0
6500.0,0.0949,2,3.625,36.0
3960.26,0.0525,3,3.75,30.0
2283.73,1.1448,3,4.25,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3327.7,0.703,2,3.75,44.0
6792.5,-0.1118,3,3.75,37.0
1250.0,0.7733,2,3.75,36.0
7773.0,0.1838,2,3.875,27.0
0.0,0.2333,0,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5523.75,0.0277,0,3.625,23.0
2596.45,0.4416556604868295,2,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
11103.5,0.3438,0,3.99,42.0
0.0,-0.2478,3,3.5,37.73293242017198
2596.45,0.4416556604868295,2,3.99,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2201.41,-0.4172,0,3.375,37.73293242017198
2596.45,0.4416556604868295,2,3.99,48.0
1426.75,0.1897,3,4.99,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1028.06,1.0671,3,3.875,20.0
795.0,0.0679,3,4.75,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3918.75,0.8324,0,4.56,37.0
4020.0,0.8966,2,3.75,24.0
4422.37,-0.6528,0,2.875,37.73293242017198
2596.45,1.312,3,6.24,32.0
2351.0,1.3049,3,4.25,40.0
2053.15,0.8371,3,4.125,30.0
4358.94,-0.0948,2,2.75,31.0
2596.45,0.6019,2,3.99,48.0
2259.06,1.2436,2,5.375,38.0
0.0,0.1499,0,4.0,45.0
2957.5,0.4362,0,3.99,38.0
2277.14,0.2766,2,3.875,32.0
2023.44,0.3688,3,3.875,42.0
4620.82,0.9191,2,4.375,57.0
6330.02,-0.0031,3,3.25,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7492.29,0.2488,3,3.75,42.0
4478.75,0.4397,2,3.99,43.0
2596.45,0.4416556604868295,2,3.99,45.0
4332.8,0.3266,0,3.625,34.0
2672.85,0.7941,2,4.875,47.0
1075.98,0.5724,3,4.125,48.0
899.77,1.34,2,4.625,45.0
445.31,0.1531,2,3.5,45.0
4406.66,0.3915,3,2.99,54.0
0.0,0.112,3,4.5,46.0
5307.2,0.9565,3,3.75,42.0
2596.45,0.4416556604868295,3,3.99,61.0
950.0,-0.094,3,4.18,36.0
5501.25,0.9645,3,3.875,39.0
2596.45,0.4416556604868295,2,3.99,22.0
6920.0,0.6019,2,4.56,49.0
4536.73,-0.9318,0,2.75,37.73293242017198
4818.44,0.6276,2,4.56,36.0
3964.0,0.7842,2,3.75,32.0
5362.5,0.5923,0,3.875,35.0
2596.45,0.4416556604868295,2,3.99,47.0
5150.0,0.5167,0,3.99,32.0
0.0,0.2782,2,4.375,44.0
2596.45,0.4416556604868295,2,3.99,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.193,0,3.625,37.0
5015.0,0.5738,3,3.99,39.0
4833.72,0.4937,3,3.75,43.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
990.0,0.8637,3,4.5,26.0
10566.56,-0.0383,0,3.25,45.0
1295.0,-0.427,0,3.875,27.0
6140.19,-0.3989,2,3.125,21.0
5055.45,0.1003,3,4.18,49.0
795.0,0.3809,3,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1651.27,0.6069,3,4.125,44.0
11873.91,0.3614,0,3.75,43.0
2596.45,0.4416556604868295,2,3.99,42.0
5535.0,0.4133,3,3.375,21.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4556.48,0.4449,3,3.75,37.0
0.0,0.7146,0,3.625,37.73293242017198
2550.0,0.5728,2,4.75,47.0
2202.21,0.916,3,4.25,48.0
2596.45,0.4416556604868295,2,3.99,45.0
3347.07,0.8198,2,3.75,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.292,2,4.5,23.0
6180.38,0.1483,0,3.125,31.0
3311.31,1.0361,3,3.75,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1991.55,0.9143,3,3.75,49.0
4100.0,-0.5269,2,3.5,36.0
2212.5,0.3896,0,3.99,43.0
2287.5,0.4223,0,3.99,45.0
1081.96,1.1616,2,4.75,49.0
4050.0,0.2456,2,4.375,48.0
825.0,0.791,0,3.99,40.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3241.48,0.0114,2,4.375,35.0
0.0,0.3568,3,4.75,46.0
13384.0,1.4669,2,4.875,45.0
2826.41,0.3821,3,3.99,46.0
995.0,-0.183,3,4.18,48.0
42.29,-0.0859,0,3.625,33.0
2596.45,0.4416556604868295,2,3.99,32.0
2596.45,0.4416556604868295,0,3.99,42.0
0.0,-0.5367,2,3.25,37.73293242017198
3960.0,0.8276,2,3.99,34.0
2596.45,1.7805,0,4.625,41.0
1138.2,0.5304,3,4.25,41.0
847.44,0.154,2,4.875,35.0
5541.25,0.326,2,4.375,41.0
2671.25,0.2697,0,3.875,30.0
5822.0,1.1079,0,4.625,44.0
0.0,-0.0226,0,3.75,44.0
2596.45,0.4416556604868295,3,3.99,24.0
3375.25,0.0364,0,4.25,49.0
1500.0,-0.0233,2,3.0,34.0
0.0,1.261,2,4.5,44.0
8455.63,0.5513,3,3.875,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.7443,0,3.625,37.73293242017198
5778.38,0.4376,3,4.25,47.0
2837.5,1.3055,3,4.99,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1682.59,0.842,0,4.875,45.0
538.47,-0.4084,0,3.375,37.73293242017198
1592.84,-0.4898,0,3.125,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
772.75,1.1687,2,4.99,37.0
3613.75,0.7587,0,4.875,44.0
3856.0,0.0351,2,3.625,17.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3361.61,1.0142,2,4.625,30.0
0.0,0.7131,3,4.56,42.0
0.0,-0.5074,0,3.125,37.73293242017198
750.0,0.097,2,3.625,44.0
0.0,0.0104,2,3.625,21.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.1761,2,3.875,31.0
941.1,0.474,0,4.75,38.0
2596.45,0.4416556604868295,2,3.99,41.0
1167.0,0.9578,0,5.125,46.0
0.0,1.0514,0,4.5,31.0
2596.45,0.4416556604868295,2,3.99,28.0
5081.25,0.7143,2,4.56,42.0
7490.0,0.2412,3,3.75,45.0
4627.0,1.1455,2,4.625,49.0
2596.45,0.4416556604868295,2,3.99,41.0
11037.5,0.3201,0,2.99,24.0
6680.48,0.5258,2,3.99,31.0
6963.75,0.5853,3,3.99,44.0
2596.45,0.4416556604868295,0,3.99,13.0
2596.45,0.4416556604868295,3,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
13868.75,0.2474,2,2.99,39.0
17205.75,-0.1743,3,3.625,35.0
0.0,-0.2289,3,3.75,24.0
3952.4,0.1735,2,3.5,30.0
452.5,0.4712,0,4.125,61.0
1295.0,0.04,0,4.5,33.0
795.0,0.5585,2,4.625,49.0
9950.0,0.1153,2,3.99,33.0
1953.87,0.1218,0,4.5,22.0
7400.0,0.2901,2,3.25,20.0
1196.02,0.6233,0,4.25,44.0
629.33,-0.0235,2,3.75,54.0
5453.64,-0.5111,3,2.99,37.73293242017198
1171.5,0.2642,0,3.99,26.0
2121.06,1.8982,2,4.5,42.0
365.4,0.4509,0,4.125,37.0
8712.5,0.351,2,4.75,43.0
11093.75,0.828,2,3.5,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5710.0,0.3624,3,3.75,25.0
5783.22,0.3083,2,3.125,42.0
2228.26,-0.3068,2,3.25,21.0
180.6,0.3879,0,3.99,46.0
2596.45,0.5249,3,3.625,21.0
2596.45,0.4416556604868295,0,3.99,31.0
0.0,0.1324,3,3.75,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1649.52,1.0986,2,4.75,33.0
0.0,0.042,3,4.25,49.0
4916.4,-0.7853,0,2.75,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5273.76,-0.5815,0,2.99,37.73293242017198
4211.69,0.9869,0,4.625,31.0
1327.44,1.4583,2,4.875,28.0
0.0,0.4416,3,4.125,38.0
1250.0,0.1957,3,3.625,37.0
13284.68,0.5216,0,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2000.0,-0.3971,0,3.25,20.0
5716.25,1.1468,0,4.5,35.0
1262.62,-0.0729,0,4.375,36.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
2596.45,0.637,0,3.49,37.73293242017198
0.0,-0.096,0,3.375,37.73293242017198
6394.04,0.2519,3,4.25,47.0
512.25,0.9239,3,4.375,53.0
2913.48,0.9146,3,4.625,54.0
8846.25,-0.4193,3,3.5,56.0
4161.25,1.4052,3,4.125,39.0
7686.0,0.8469,0,4.375,31.0
2596.45,0.4416556604868295,2,3.99,47.0
5040.0,0.9024,3,3.99,31.0
2250.0,0.5459,0,3.5,37.0
5233.71,0.3142,0,3.75,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5740.0,0.4831,2,3.875,36.0
2596.45,0.4416556604868295,0,3.99,54.0
2596.45,0.4416556604868295,2,3.99,19.0
13029.22,0.212,3,3.99,34.0
4115.7,1.2855,3,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4074.0,1.3746,0,4.625,34.0
2596.45,1.182,2,6.24,43.0
2000.0,0.6932,2,3.75,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3763,2,4.75,47.0
2596.45,0.4416556604868295,3,3.99,16.0
982.3,0.2679,2,3.875,41.0
2596.45,0.4416556604868295,0,3.99,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6375.0,-0.2478,2,3.35,36.0
0.0,0.5163,2,4.375,36.0
2596.45,0.4416556604868295,2,3.99,35.0
2596.45,0.4416556604868295,3,3.99,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.4488,2,3.125,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.9979,3,4.75,46.0
2596.45,0.4416556604868295,2,3.99,30.0
5089.66,-0.0149,2,4.125,47.0
0.0,0.437,3,4.875,37.0
6987.5,0.169,2,3.99,25.0
1179.17,-0.1747,0,3.49,37.73293242017198
5845.63,0.0857,0,3.5,21.0
1250.0,0.0691,0,3.625,39.0
0.0,-0.308,2,4.0,35.0
4227.35,0.1177,3,3.25,46.0
1134.05,0.6084,3,4.375,27.0
3132.5,0.1559,0,3.875,41.0
2782.77,1.6337,2,4.75,56.0
1750.5,-0.0156,2,3.69,42.0
3089.55,0.5381,2,3.99,39.0
1642.31,-0.1249,3,3.5,29.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
4431.88,0.2682,0,3.875,36.0
8334.0,0.3287,0,3.625,26.0
4925.0,1.0053,3,4.5,31.0
2596.45,0.4416556604868295,3,3.99,46.0
750.0,0.154,0,3.75,19.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3825.04,0.4273,0,4.75,22.0
2596.45,0.4416556604868295,0,3.99,47.0
999.26,0.4206,2,3.875,40.0
8413.04,0.6908,2,4.56,31.0
3505.0,1.4494,2,5.375,49.0
2596.45,0.4416556604868295,3,3.99,36.0
938.2,0.4073,0,4.56,46.0
3310.5,1.0984,2,4.5,34.0
2596.45,0.4416556604868295,2,3.99,54.0
0.0,-0.173,3,3.625,30.0
0.0,-0.1221,3,3.5,27.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
0.0,-0.0248,0,3.75,29.0
1615.47,0.1746,3,4.375,39.0
274.32,0.3361,3,3.875,23.0
2596.45,0.4416556604868295,2,3.99,39.0
2596.45,0.4416556604868295,3,3.99,54.0
2596.45,0.4416556604868295,2,3.99,28.0
995.0,0.481,0,3.99,30.0
1393.53,0.3625,2,3.75,44.0
3386.37,0.0504,2,4.5,47.0
4442.0,0.9206,2,3.99,32.0
2500.0,0.4114,3,3.875,31.0
4568.36,0.7485,2,4.125,44.0
7586.25,-0.5111,3,3.5,37.0
4788.18,0.7258,3,3.99,36.0
7782.5,0.2169,3,3.625,20.0
0.0,0.0162,2,3.625,37.73293242017198
7481.25,0.0407,0,3.99,59.0
2596.45,0.4416556604868295,0,3.99,59.0
1654.52,0.6284,0,4.99,44.0
548.43,-0.6748,0,2.99,37.73293242017198
374.98,0.179,3,4.25,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1482.05,0.6905,2,3.49,41.0
39.97,0.463,3,4.875,34.0
1751.31,0.5776,0,4.56,38.0
1235.14,-0.1647,3,4.18,31.0
877.35,0.0023,2,3.625,25.0
1250.0,0.2792,3,3.99,22.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2612.5,1.439,3,4.75,20.0
2596.45,-0.2164,3,3.375,20.0
0.0,1.3253,3,4.75,48.0
2596.45,0.4416556604868295,0,3.99,41.0
6805.6,-0.0562,0,3.625,49.0
11.26,0.4418,0,3.75,41.0
650.0,0.0684,3,4.5,35.0
4012.5,0.6817,2,3.5,36.0
9350.0,0.3506,2,3.875,33.0
0.0,-0.5084,2,3.25,37.73293242017198
9010.48,0.2408,0,3.625,28.0
2657.75,1.3024,2,4.25,21.0
9001.56,0.2686,3,3.99,35.0
15191.0,-0.0276,0,3.5,34.0
3144.26,-0.2243,3,3.375,25.0
209.51,0.0254,3,4.125,19.0
3396.5,1.1056,2,3.99,22.0
4675.36,0.978,3,4.625,44.0
2554.0,-0.7246,2,2.875,48.0
9319.69,0.1497,2,3.75,31.0
8172.13,0.6964,0,4.125,20.0
2596.45,0.4416556604868295,3,3.99,59.0
1989.46,-0.1655,2,3.875,30.0
0.0,-0.243,0,3.375,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1738.53,-0.6398,0,2.99,37.73293242017198
2074.4,0.1442,0,3.875,42.0
3243.75,-0.3196,2,3.75,56.0
2596.45,0.4416556604868295,3,3.99,52.0
1190.28,1.3812,0,4.49,61.0
6644.4,-0.2411,2,3.375,22.0
5447.3,0.2038,2,3.75,43.0
13472.6,0.0012,2,3.375,26.0
5869.7,0.7717,0,3.625,47.0
6950.0,-0.0574,2,4.375,42.0
5341.73,0.4125,2,3.375,31.0
0.0,-0.1583,2,4.25,55.0
321.06,0.4493,2,4.75,30.0
2596.45,-0.4534,3,3.125,37.73293242017198
2109.12,0.0045,2,3.625,34.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
486.16,0.2754,3,3.25,42.0
5612.23,0.2232,3,3.625,9.0
4327.0,0.2498,3,3.99,42.0
2315.0,0.1372,0,3.75,36.0
6716.25,0.3758,2,3.99,22.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
151.48,0.0132,3,3.875,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3160.75,-0.0701,2,4.25,32.0
2596.45,-0.4382,2,3.25,37.73293242017198
250.0,0.1565,3,3.99,44.0
7111.42,0.3809,3,4.25,43.0
4710.19,0.1721,2,3.49,55.0
6449.81,0.4119,2,3.99,5.0
2596.45,0.4215,0,4.75,45.0
4720.0,0.7453,2,4.375,33.0
6631.25,-0.0424,3,4.25,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6702.43,0.9774,0,4.56,34.0
0.0,0.8243,2,3.625,37.73293242017198
5976.25,0.4574,2,4.625,30.0
0.0,-0.2861,3,3.125,48.0
2400.0,0.449,0,3.875,45.0
3510.37,1.7419,2,4.75,48.0
2551.25,0.3079,2,3.99,33.0
2359.83,0.6754,0,4.125,38.0
795.0,-0.2276,3,2.75,36.0
4316.0,0.5255,0,4.25,41.0
0.0,0.014,0,4.5,29.0
2596.45,0.4416556604868295,3,3.99,20.0
2596.45,0.4416556604868295,3,3.99,16.0
4901.17,0.4733,0,3.125,14.0
795.0,-0.132,3,3.75,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1142.91,0.03,0,3.625,37.73293242017198
1968.37,0.3657,3,3.99,41.0
6167.25,0.1393,3,3.625,40.0
5393.75,0.5954,3,3.99,36.0
7987.5,1.0325,3,4.5,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.6408,0,3.75,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6012.5,1.2725,2,4.625,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4325.0,0.4649,3,3.875,29.0
0.0,0.945,3,4.99,45.0
7180.0,0.9754,3,4.625,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
250.0,0.5287,0,4.375,29.0
1746.23,1.7122,0,4.25,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4556.25,0.5492,3,4.0,27.0
99.58,-0.051,3,3.75,45.0
2500.0,1.4825,2,5.25,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3552,3,3.875,28.0
5015.0,0.235,2,3.75,32.0
0.0,0.1481,3,3.875,37.73293242017198
1295.0,0.003,0,4.18,22.0
5775.0,0.3282,3,4.25,41.0
3007.04,0.5445,2,3.99,36.0
4606.24,0.3028,3,3.875,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,49.0
1365.0,0.9881,3,4.625,21.0
2840.0,-0.1972,3,4.125,37.0
6250.0,0.6055,2,3.375,50.0
2596.45,0.2196,3,4.125,42.0
2596.45,0.4416556604868295,3,3.99,35.0
838.56,0.3782,2,3.99,36.0
2596.45,0.4416556604868295,3,3.99,20.0
2596.45,0.4416556604868295,3,3.99,38.0
2596.45,0.2474,0,3.99,45.0
2596.45,0.4416556604868295,3,3.99,54.0
0.0,0.1339,0,4.0,47.0
5483.31,0.3542,3,3.875,20.0
2596.45,0.4416556604868295,3,3.99,49.0
5338.85,0.7286,3,4.125,58.0
2596.45,0.2823,2,4.75,48.0
0.0,0.012,2,4.5,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3405.0,0.9154,3,3.99,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1693.38,-0.099,2,3.49,37.73293242017198
0.0,-0.4887,0,2.6,35.0
