Upfront_charges,Interest_rate_spread,credit_type,rate_of_interest,dtir1
2596.45,0.4416556604868295,3,3.99,9.0
4062.5,1.4885,2,5.125,25.0
4658.0,0.8239,0,4.25,13.0
4136.58,0.6665,0,4.375,36.0
6562.5,1.4196,0,4.875,44.0
0.0,0.264,2,4.875,45.0
4453.31,-0.3036,3,3.25,53.0
6629.69,-0.3175,2,3.375,10.0
3753.75,0.195,2,4.625,40.0
2596.45,0.4416556604868295,0,3.99,58.0
2188.24,0.0517,3,4.25,36.0
0.0,0.0239,3,3.75,20.0
8001.4,0.8557,0,4.125,49.0
0.0,-0.018,0,3.75,37.73293242017198
2596.45,0.4416556604868295,0,3.99,35.0
6850.0,0.4359,3,3.99,44.0
13047.41,0.0931,3,3.625,60.0
2596.45,0.4416556604868295,3,3.99,40.0
1150.0,-0.4264,2,3.25,41.0
4055.46,0.5495,0,3.99,49.0
2596.45,0.4416556604868295,3,3.99,51.0
2390.96,0.7119,0,3.375,40.0
0.0,0.3437,3,3.625,30.0
4131.92,0.4985,2,3.99,32.0
1115.0,0.0054,3,3.75,31.0
0.0,0.6037,2,4.375,40.0
750.0,0.3861,2,4.5,40.0
7550.63,0.3792,2,3.75,46.0
13565.0,0.501,0,4.0,45.0
2596.45,0.4416556604868295,0,3.99,43.0
6860.0,0.036,3,3.75,21.0
5296.92,-0.0708,2,3.625,35.0
2596.45,0.4416556604868295,2,3.99,49.0
0.0,-0.0154,0,3.5,45.0
4717.32,1.0504,2,3.99,34.0
0.0,0.7224,2,3.75,37.73293242017198
3537.11,1.1529,3,3.75,56.0
2596.45,0.4416556604868295,2,3.99,61.0
4298.0,1.016,2,4.5,33.0
3613.34,0.6142,2,4.99,43.0
2490.0,0.9547,3,4.625,32.0
2743.35,0.6119,2,4.625,37.0
3865.88,0.1671,0,3.625,30.0
0.0,-0.146,2,3.5,42.0
1250.0,0.6259,0,3.625,32.0
2596.45,0.4416556604868295,3,3.99,36.0
4778.26,0.7361,0,3.625,22.0
2968.75,0.007,2,4.25,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1087.45,0.7141,3,3.49,43.0
1981.25,1.2206,3,4.99,30.0
1900.0,0.9063,3,4.99,42.0
3703.5,0.6664,0,4.125,39.0
2596.45,0.4416556604868295,0,3.99,37.0
7046.88,0.8822,2,4.5,45.0
2229.4,1.4443,2,4.49,48.0
3015.27,1.4919,0,4.625,41.0
2562.5,1.4371,3,4.75,33.0
0.0,0.497,3,4.375,46.0
2596.45,0.4416556604868295,3,3.99,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,27.0
0.0,1.1989,2,4.125,38.0
0.0,0.0755,3,4.125,44.0
504.78,0.4018,2,3.99,39.0
7954.0,1.4181,3,4.875,42.0
1052.91,0.7343,0,3.625,52.0
992.05,1.0517,2,3.75,5.0
2596.45,0.7268,2,4.5,46.0
2596.45,0.4416556604868295,3,3.99,51.0
0.0,0.5145,3,4.75,40.0
2761.0,0.547,0,3.99,44.0
6695.0,0.1903,0,3.625,49.0
5497.5,-0.0241,0,3.5,59.0
6000.0,0.1695,2,3.625,27.0
900.0,0.8163,2,4.99,30.0
2596.45,0.4416556604868295,3,3.99,41.0
4764.04,0.4416556604868295,1,5.125,37.73293242017198
0.0,0.5851,0,3.375,50.0
4462.5,0.2426,0,3.875,40.0
0.0,0.2759,3,3.99,45.0
2455.46,1.053,0,4.25,45.0
10119.15,0.7241,2,3.99,37.0
0.0,0.1468,3,4.125,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,1.0168,0,3.75,37.73293242017198
3618.5,0.2856,2,3.95,30.0
5529.48,0.1473,3,4.5,40.0
0.0,1.0255,0,4.125,37.73293242017198
0.0,-0.6689,3,2.99,37.73293242017198
5845.0,-0.2566,0,3.375,36.0
2685.0,0.5111,2,3.875,41.0
0.0,0.0791,2,4.875,12.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3602.19,0.1779,3,3.75,42.0
560.0,0.2338,2,4.375,23.0
5250.0,0.2642,3,3.99,44.0
361.25,0.881,3,5.5,53.0
1481.25,0.5882,2,4.625,37.0
0.0,-0.1695,2,3.625,30.0
3977.45,0.1054,3,3.75,40.0
6787.93,0.2343,2,3.625,39.0
0.0,1.1185,0,5.25,32.0
1971.37,0.0695,2,4.375,40.0
7405.5,0.2021,0,3.5,49.0
0.0,0.1956,0,3.875,43.0
0.0,0.0876,0,3.25,37.73293242017198
4438.5,0.0884,2,3.75,45.0
4812.5,0.0009,3,3.625,47.0
1766.31,0.7667,3,4.5,36.0
0.0,0.0292,0,3.125,31.0
3587.5,1.271,0,4.75,24.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,1.2106,0,4.99,51.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.6423,0,4.75,36.0
2738.6,0.3436,0,3.5,32.0
5850.0,-0.2374,0,3.25,53.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.5477,3,3.5,37.73293242017198
4027.5,1.0965,3,3.99,22.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6528.0,0.0053,3,3.625,36.0
5061.5,0.4893,0,3.875,49.0
2596.45,0.4416556604868295,0,3.99,26.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.2578,2,3.5,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6655.0,0.6393,2,4.25,42.0
9215.0,0.4942,0,3.875,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1782.67,0.522,0,4.5,39.0
313.81,-0.1275,2,3.625,37.73293242017198
0.0,-0.0533,2,3.625,30.0
0.0,-0.0856,3,3.5,33.0
1083.41,-0.7235,3,3.0,37.73293242017198
8021.05,0.3218,3,3.25,22.0
4881.5,1.2119,0,3.5,21.0
1016.39,1.301,0,4.99,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2008.75,0.9909,0,5.25,22.0
0.0,0.407,0,4.25,51.0
2286.7,0.3211,0,3.875,27.0
0.0,0.1346,3,3.99,43.0
7667.1,0.1327,0,3.625,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4437.5,1.0627,2,4.375,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,59.0
0.0,-0.0839,2,3.69,46.0
2596.45,0.4416556604868295,0,3.99,48.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7539.43,0.8442,0,3.5,22.0
0.0,0.5146,0,3.625,37.73293242017198
3962.5,0.5602,2,3.99,44.0
4284.1,-0.1815,0,3.375,37.0
3350.0,0.4495,3,4.375,35.0
7606.0,0.604,3,3.125,34.0
9027.38,0.5369,3,4.125,29.0
2886.0,1.3226,3,5.375,43.0
5878.0,0.6298,3,3.99,41.0
5747.5,0.1067,0,3.5,47.0
7310.0,0.4941,2,3.99,40.0
2596.45,0.4416556604868295,0,3.99,44.0
9703.0,0.1124,3,4.375,36.0
12368.91,0.7118,2,3.99,37.0
2596.45,0.4416556604868295,0,3.99,53.0
2863.06,0.3727,0,4.5,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.7842,3,2.875,37.73293242017198
4497.37,0.5058,0,4.99,39.0
3560.0,0.6197,3,4.75,47.0
1435.24,0.0782,2,4.125,38.0
2596.45,1.042,3,6.24,25.0
0.0,-0.548,3,3.25,37.73293242017198
0.0,-0.1086,3,4.375,24.0
1745.0,0.31,2,4.75,49.0
3148.27,0.8258,3,4.125,53.0
0.0,1.0706,3,3.75,37.73293242017198
2596.45,0.4416556604868295,2,3.99,41.0
0.0,0.2813,3,3.875,41.0
3090.6,0.0642,3,3.625,44.0
2596.45,0.4416556604868295,3,3.99,56.0
198.96,0.7585,2,4.5,39.0
1150.0,0.8001,0,4.99,49.0
4000.0,0.0404,2,4.125,43.0
4207.68,1.6118,2,4.99,37.0
4120.6,0.1488,3,4.5,37.0
3075.0,0.6013,2,4.375,44.0
0.0,-0.0584,2,3.625,35.0
23.72,-0.0611,2,3.5,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,34.0
2596.45,0.4416556604868295,3,3.99,45.0
471.35,-0.0788,2,3.625,31.0
1530.0,0.4052,2,3.5,23.0
4429.75,0.1372,0,3.875,30.0
2940.0,0.3282,3,4.625,44.0
678.69,0.2706,3,4.99,41.0
6492.5,0.2081,2,3.75,34.0
2596.45,0.4416556604868295,2,3.99,28.0
3140.0,1.3998,2,4.99,36.0
2596.45,0.7217,2,4.25,44.0
2596.45,0.4416556604868295,2,3.99,49.0
3088.0,1.2668,3,4.25,41.0
2472.93,0.6828,3,3.125,55.0
4208.0,1.0634,3,3.75,36.0
0.0,0.6147,2,4.25,59.0
2491.06,-0.5563,3,3.0,37.73293242017198
162.64,1.1291,0,4.99,37.0
7100.0,1.3831,0,4.99,49.0
4438.36,0.0175,0,3.99,42.0
0.0,1.3593,3,5.75,44.0
1856.25,0.9216,0,4.5,44.0
3423.55,1.0764,0,3.75,29.0
1150.0,0.8354,3,4.375,47.0
1147.4,0.3387,2,4.75,28.0
0.0,0.8845,3,5.19,38.0
2596.45,0.4416556604868295,2,3.99,35.0
169.1,0.8892,0,3.99,28.0
3530.62,1.3189,3,3.99,35.0
0.0,-0.1444,2,3.625,41.0
1683.5,0.1802,0,3.875,42.0
1277.4,0.0659,3,3.75,33.0
9177.5,0.3631,3,3.75,41.0
3052.88,0.8026,2,4.25,47.0
3570.0,-0.1914,0,3.75,43.0
0.0,0.3742,0,5.125,36.0
695.4,0.4285,2,4.75,37.0
5317.0,0.3497,2,3.25,33.0
3380.0,0.9067,0,4.875,33.0
0.0,-0.1369,3,4.25,25.0
21830.0,0.2006,2,3.625,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
7260.13,0.7214,0,4.375,33.0
0.0,0.6485,2,3.5,37.73293242017198
11750.0,0.032,0,3.625,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.6339,3,4.75,46.0
1015.14,1.3732,0,4.99,54.0
2596.45,0.4416556604868295,3,3.99,43.0
1250.0,0.7662,2,4.5,30.0
4106.9,0.0474,0,3.5,40.0
3192.26,0.0495,2,4.375,39.0
1563.84,-0.196,2,3.375,42.0
1030.39,0.1691,0,4.75,40.0
0.0,-0.083,3,3.625,31.0
0.0,-0.0057,3,3.625,24.0
988.8,0.3802,2,4.375,44.0
1250.0,0.44,2,3.625,37.0
2784.15,0.2176,2,3.49,30.0
217.08,-0.1277,0,3.625,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.3882,3,4.75,37.0
4295.0,0.8264,2,4.99,49.0
0.0,-0.6296,0,3.125,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,42.0
999.0,-0.4216,0,3.25,32.0
83.08,0.1163,3,4.0,49.0
4715.0,0.0053,3,3.75,25.0
8.05,-0.1302,0,3.625,22.0
1800.0,0.95,0,4.75,32.0
995.0,0.416,3,3.75,46.0
3250.0,1.4671,3,4.75,31.0
1921.42,-0.2407,3,3.49,37.73293242017198
777.6,1.595,2,4.5,49.0
5535.0,0.4859,3,3.99,41.0
0.0,1.3628,2,3.99,37.73293242017198
5105.0,0.0128,2,3.625,49.0
2011.34,-0.0824,3,3.375,37.73293242017198
0.0,0.3426,3,4.125,34.0
8832.5,0.1176,2,3.625,37.0
3348.5,0.3499,0,3.125,27.0
3150.0,0.9767,3,3.625,29.0
4264.71,0.6994,3,3.875,32.0
2878.0,0.8583,3,5.125,33.0
4295.0,0.3041,2,3.875,42.0
2884.18,0.4803,2,4.375,25.0
3050.0,1.3524,2,5.125,33.0
2596.45,0.4416556604868295,2,3.99,33.0
0.0,-0.268,0,3.5,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2718.99,-0.5612,0,2.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,49.0
1425.0,1.2245,0,4.5,24.0
5761.18,0.8293,0,5.125,39.0
1988.0,0.4834,0,4.25,40.0
2315.97,0.7296,2,4.56,40.0
3097.79,0.2005,0,3.875,37.0
3220.94,0.2539,2,3.75,30.0
3148.25,0.7599,3,4.875,52.0
3984.8,0.6525,0,3.75,14.0
875.0,0.0992,2,4.25,24.0
3670.35,-0.9558,0,2.75,37.73293242017198
4779.95,0.6603,3,3.5,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1647,3,4.625,41.0
2596.45,0.4416556604868295,0,3.99,42.0
0.0,0.1997,3,3.875,31.0
908.32,0.7327,3,4.0,41.0
3763.75,1.1719,3,4.99,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5959.45,0.3971,3,3.99,34.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,16.0
5320.92,1.462,2,3.99,36.0
8167.5,0.2331,2,2.99,44.0
621.35,0.1429,3,3.69,31.0
1150.0,0.256,3,3.99,31.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.755,3,4.5,47.0
6447.5,0.2425,2,3.125,39.0
934.5,-0.1868,2,3.5,20.0
7761.79,-0.0494,2,3.5,49.0
0.0,0.5059,3,4.875,37.0
903.12,0.3051,2,3.375,32.0
2596.45,0.4416556604868295,0,3.99,47.0
2596.45,0.4416556604868295,2,3.99,33.0
2596.45,0.4416556604868295,0,3.99,51.0
0.0,0.8395,2,3.75,58.0
2030.0,0.7542,2,4.99,36.0
5993.9,-0.5665,0,3.125,37.73293242017198
0.0,-0.4537,2,3.125,37.73293242017198
8255.38,0.0134,2,3.75,30.0
2930.95,0.5286,3,3.875,26.0
2596.45,0.4416556604868295,2,3.99,18.0
5595.63,0.4688,0,3.375,49.0
3875.0,0.9967,3,4.375,28.0
3190.0,1.0714,3,4.5,37.0
2556.0,1.4647,2,5.5,39.0
1977.7,0.8719,0,3.625,37.0
3664.86,1.4029,2,3.5,22.0
3350.0,1.2359,0,3.75,46.0
1750.0,0.7292,3,5.25,42.0
0.0,-0.048,3,3.75,32.0
947.1,-0.117,0,3.625,42.0
1771.88,0.26,2,3.99,46.0
2596.45,0.0145,3,4.25,36.0
1637.5,0.9827,0,4.625,39.0
0.0,-0.673,0,3.125,37.73293242017198
8503.13,0.0528,2,4.25,45.0
3948.0,0.9018,2,3.625,25.0
961.46,0.6066,2,3.49,27.0
1618.16,0.0797,2,3.5,31.0
1049.86,0.5812,0,3.75,6.0
348.47,-0.1066,0,3.0,25.0
1780.32,1.5682,2,4.125,38.0
2596.45,0.448,0,3.875,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
431.64,0.2321,2,3.99,31.0
4201.88,0.2539,2,4.375,43.0
2596.45,0.4416556604868295,2,3.99,41.0
2248.0,0.39,3,4.875,47.0
2185.75,0.765,3,3.49,59.0
6136.1,0.2069,0,3.75,45.0
0.0,0.602,2,4.99,42.0
2596.45,0.4416556604868295,0,3.99,42.0
2596.45,0.4416556604868295,2,3.99,46.0
6815.63,0.3298,2,3.875,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5833.75,0.6422,0,3.99,25.0
2948.6,0.2604,2,3.125,61.0
6692.16,1.09,0,3.75,31.0
2596.45,0.9567,2,4.25,26.0
7012.5,0.6084,3,3.625,31.0
109.46,0.0299,3,3.625,8.0
3497.49,1.1226,3,4.5,48.0
2596.45,0.4416556604868295,2,3.99,30.0
2163.64,0.1311,0,3.875,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
14072.25,0.5751,3,3.99,35.0
0.0,-0.2727,3,3.75,37.0
3164.0,1.1521,2,3.875,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6597.5,0.5334,0,3.75,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,1.1686,0,4.99,48.0
456.37,-0.7144,0,3.375,37.73293242017198
19008.5,0.4831,3,4.375,44.0
6095.0,0.3714,3,3.875,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2081.5,1.4469,0,3.99,31.0
3888.75,0.599,3,3.99,22.0
4562.25,0.1791,2,3.5,36.0
2722.64,1.4517,0,4.75,33.0
1077.1,0.2039,3,4.75,47.0
4210.0,1.3828,2,5.375,37.0
2596.45,0.3031,0,3.75,30.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1094.0,0.287,3,4.125,30.0
0.0,0.3427,2,4.75,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3893.79,0.7117,0,4.25,47.0
7247.6,0.317,0,3.875,44.0
3105.0,0.0104,3,3.5,48.0
11402.5,0.3354,0,3.875,43.0
2596.45,0.4416556604868295,2,3.99,48.0
1710.0,0.7851,3,4.99,32.0
0.0,0.0621,3,4.125,20.0
3635.0,0.4786,3,3.99,36.0
4550.0,-0.1318,3,4.375,44.0
914.38,0.4099,3,3.75,44.0
0.0,-0.298,2,3.5,15.0
5814.0,0.7437,3,4.25,31.0
4169.69,1.3335,0,4.625,41.0
4793.75,0.9815,0,3.99,31.0
5833.25,0.7659,2,3.625,44.0
1321.62,-0.5723,0,3.125,37.73293242017198
3083.4,0.4491,2,3.99,36.0
2596.45,0.4416556604868295,2,3.99,48.0
57.0,0.4715,0,4.375,46.0
1950.0,0.6976,0,4.875,28.0
0.0,-0.118,2,4.0,25.0
825.0,0.4023,3,4.5,37.0
0.0,1.2689,3,5.5,44.0
2596.45,0.4416556604868295,2,3.99,36.0
3760.23,0.5831,3,4.5,42.0
3525.44,0.6472,3,3.5,26.0
2596.45,0.5148,3,3.99,36.0
7645.8,1.3573,2,3.75,34.0
1777.24,0.1869,2,3.69,38.0
2284.0,1.4542,0,4.99,36.0
620.64,-0.4166,3,3.375,37.73293242017198
11408.69,0.117,0,3.5,21.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6500.0,-0.1904,3,3.25,42.0
66.36,-0.0174,3,3.75,33.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5117.5,0.9786,0,4.875,38.0
4000.0,-0.5617,2,3.125,37.73293242017198
0.0,-0.288,2,3.5,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3903.7,-0.8472,3,2.75,37.73293242017198
2587.02,1.3069,3,4.5,40.0
4509.25,0.3218,0,4.375,39.0
433.96,0.7816,0,4.5,44.0
0.0,0.0012,3,4.375,49.0
357.0,-0.1269,2,3.625,46.0
0.0,0.9654,0,3.625,55.0
10061.83,-0.2091,0,3.375,29.0
999.63,0.8024,0,3.5,48.0
11435.0,1.2627,3,4.5,41.0
6570.0,0.0779,3,2.875,39.0
1078.68,1.4684,3,5.25,25.0
4778.79,0.2943,3,3.875,30.0
2596.45,0.4416556604868295,3,3.99,39.0
2596.45,0.4416556604868295,2,3.99,37.73293242017198
818.33,0.633,3,4.625,46.0
2762.5,1.0259,0,4.375,33.0
1281.0,0.4077,3,3.875,39.0
3611.63,-0.0725,2,3.625,38.0
0.0,-0.1517,2,4.5,34.0
2909.4,-0.0086,0,3.625,47.0
638.58,1.3458,2,4.625,49.0
0.0,0.1292,2,3.375,38.0
3050.0,1.0267,2,4.375,40.0
0.0,0.1424,3,4.125,29.0
0.0,0.5146,3,3.625,26.0
1248.78,-0.062,2,2.99,31.0
379.35,0.4556,2,4.0,44.0
1842.12,0.1189,0,4.25,49.0
3150.0,1.2377,0,4.5,43.0
0.0,0.4606,3,4.125,35.0
2568.0,0.4036,0,3.5,38.0
9350.0,0.0825,2,3.375,23.0
1621.64,0.9761,2,3.99,41.0
1120.3,0.156,0,3.99,57.0
0.0,-0.55,2,3.75,43.0
500.0,-0.0678,2,3.125,20.0
5063.79,0.7647,3,3.99,34.0
6640.0,0.6468,3,4.5,37.0
2945.89,0.5329,3,4.5,28.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6004.41,0.4893,3,3.25,43.0
197.03,0.326,2,4.0,40.0
1250.0,0.6853,0,4.5,39.0
795.0,0.4792,0,4.99,49.0
2701.25,1.0435,3,4.99,6.0
0.0,-0.0235,3,4.125,30.0
2596.45,0.4416556604868295,0,3.99,41.0
2596.45,0.4416556604868295,2,3.99,42.0
7410.0,0.4648,3,3.99,38.0
2596.45,0.4416556604868295,2,3.99,25.0
0.0,0.0426,2,3.75,31.0
4084.32,1.0268,2,4.375,40.0
2176.38,0.5331,2,4.125,30.0
6193.65,0.5168,3,4.0,40.0
3170.0,1.4743,2,4.75,44.0
2596.45,0.5636,0,4.5,38.0
208.41,0.0647,2,3.625,46.0
831.0,0.2796,2,4.625,32.0
3150.0,0.6597,0,3.99,43.0
2596.45,0.4416556604868295,0,3.99,31.0
4050.0,0.7372,3,3.99,17.0
0.0,0.9205,0,3.75,61.0
1117.37,0.4559,0,3.375,55.0
4125.0,0.1691,3,3.875,46.0
1458.2,0.1206,0,3.75,44.0
9500.0,0.1397,3,3.625,9.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,31.0
2596.45,0.4416556604868295,3,3.99,56.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,21.0
595.83,-0.3835,3,3.25,37.73293242017198
2596.45,0.4416556604868295,3,3.99,44.0
0.0,0.2934,2,4.0,35.0
1150.0,1.3978,3,5.5,42.0
7701.61,0.1856,2,3.99,37.0
660.14,1.2468,2,4.99,21.0
1150.0,1.1119,0,4.75,43.0
3429.88,0.7389,2,3.875,21.0
3815.63,-0.1981,2,3.5,46.0
2596.45,0.4416556604868295,2,3.99,53.0
0.0,1.2586,0,4.125,37.73293242017198
0.0,-0.323,3,3.375,36.0
2596.45,0.4416556604868295,0,3.99,50.0
0.0,0.4889,0,4.5,48.0
4640.0,0.3773,2,3.99,8.0
1894.0,0.5692,0,4.25,40.0
2596.45,0.4416556604868295,2,3.99,40.0
6044.69,-0.1588,2,3.5,46.0
7702.5,0.2213,0,4.375,41.0
6451.29,1.1612,2,3.875,39.0
270.62,1.3046,0,5.19,30.0
0.0,0.7539,2,4.125,54.0
2596.45,0.4416556604868295,3,3.99,30.0
7295.88,0.6465,2,4.125,44.0
4312.5,0.7119,3,4.125,40.0
2596.45,0.4416556604868295,2,3.99,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1382,3,3.99,24.0
700.0,-0.1403,2,4.125,47.0
368.1,0.3078,0,3.99,35.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3937.88,0.4233,3,4.5,54.0
2596.45,0.4416556604868295,2,3.99,44.0
3472.0,1.2975,0,4.99,43.0
1504.54,1.4163,2,4.75,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1922.35,1.6556,0,4.99,43.0
7507.09,0.3512,3,4.75,34.0
5037.9,0.0678,3,4.25,49.0
2596.45,0.4416556604868295,2,3.99,28.0
0.0,0.077,2,4.625,49.0
2303.94,0.291,0,3.99,38.0
0.0,0.9613,2,3.99,37.73293242017198
2596.45,1.012,3,6.24,5.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3620.0,1.4078,0,4.625,43.0
2000.0,0.3148,3,3.875,33.0
0.0,0.304,2,4.375,31.0
9703.79,-0.09,0,4.125,30.0
6249.38,0.2721,2,4.25,45.0
17963.34,0.3751,3,3.75,42.0
3848.75,0.2078,2,4.18,44.0
336.91,-0.102,3,3.75,28.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4185.48,0.6071,0,4.125,43.0
0.0,0.2997,2,3.99,34.0
0.0,0.0,3,3.625,20.0
4267.6,1.2403,0,4.75,36.0
1195.0,0.55,0,4.25,25.0
2596.45,0.4416556604868295,0,3.99,35.0
1173.37,0.6544,2,4.0,36.0
5650.0,-0.0298,0,3.99,36.0
6671.88,0.1036,2,4.5,37.0
4218.75,0.4039,2,3.99,40.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
0.0,1.474,3,4.375,55.0
6612.55,0.0455,2,3.625,30.0
3444.88,0.2256,3,3.99,13.0
3100.0,0.8014,3,4.375,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2496.25,0.6829,2,4.125,40.0
9263.62,0.0349,3,3.625,34.0
555.65,0.0414,3,3.75,49.0
6641.48,0.9104,3,4.375,43.0
0.0,0.0264,0,3.625,42.0
23077.91,0.945,0,4.5,44.0
295.0,-0.4055,2,2.875,31.0
2355.8,0.6127,3,3.99,29.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,44.0
2937.25,0.252,2,4.375,39.0
3094.0,0.7327,3,4.5,7.0
750.0,0.344,3,3.875,36.0
346.4,0.4095,2,4.0,44.0
2565.2,-0.1382,3,3.625,37.0
0.0,0.3599,0,4.125,40.0
119.18,0.2004,3,4.625,42.0
6524.0,0.3145,2,4.125,22.0
5656.13,1.126,2,4.5,40.0
0.0,0.453,3,4.5,37.0
3831.0,-0.1373,2,4.125,44.0
6949.66,1.1418,2,4.75,44.0
3616.83,0.8266,3,4.25,49.0
2596.45,0.4416556604868295,2,3.99,42.0
1949.76,1.4726,3,4.75,31.0
2596.45,0.4416556604868295,2,3.99,44.0
0.0,-0.018,3,3.69,27.0
6547.84,0.563,2,3.99,41.0
2596.45,0.4416556604868295,3,3.99,51.0
3731.69,0.443,2,4.25,43.0
2596.45,0.4416556604868295,2,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4468.75,0.5259,2,3.99,49.0
2125.24,0.75,3,4.875,37.0
143.12,-0.1837,0,3.5,7.0
2596.45,0.052,3,5.25,33.0
1515.11,1.7339,3,4.5,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4693.75,0.0942,2,2.99,34.0
4064.61,1.1684,2,4.125,56.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4109.84,0.7185,2,4.375,20.0
2596.45,0.4416556604868295,0,3.99,21.0
1866.63,0.5015,3,4.75,38.0
1712.5,0.7403,3,4.99,44.0
2596.45,0.4416556604868295,0,3.99,36.0
0.0,0.01,0,4.125,45.0
2596.45,0.4416556604868295,0,3.99,30.0
0.0,0.7561,3,3.49,57.0
6342.5,0.5881,3,3.99,47.0
1476.25,1.5017,0,5.375,44.0
8856.25,0.1471,0,3.99,52.0
2210.0,1.1219,2,3.99,42.0
2226.06,1.42,2,4.375,7.0
2596.45,0.4416556604868295,0,3.99,48.0
6400.0,0.2154,2,3.625,31.0
3665.0,0.4131,3,3.99,42.0
6.68,-0.0847,0,4.375,44.0
0.0,1.681,0,3.75,54.0
579.32,0.3492,3,3.5,34.0
0.0,-0.4496,3,3.75,37.73293242017198
786.02,-0.4169,0,3.125,37.73293242017198
2686.0,1.5201,3,3.75,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3026.23,0.7131,3,3.49,41.0
837.32,0.0799,0,4.18,38.0
3500.0,0.6627,0,4.25,42.0
3690.59,1.0846,3,4.5,31.0
2596.45,0.4416556604868295,0,3.99,57.0
1690.0,0.68,3,4.5,25.0
0.0,0.3484,0,3.375,58.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5290.0,-0.4483,2,3.125,22.0
4311.0,0.5663,3,3.99,39.0
6905.0,0.8616,3,3.75,37.0
2250.0,1.1921,3,4.625,41.0
0.0,0.0497,0,3.75,40.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6187.13,0.3283,2,3.75,46.0
1550.0,1.032,2,5.375,31.0
